each,start
$,$
"5,000",""""
bond,""""
carries,""""
one,'
warrant,(
",",","
exercisable,""""
from,""""
nov.,""""
30,""""
through,""""
nov.,""""
2,(
",",","
1994,(
",",","
to,""""
buy,""""
company,""""
shares,""""
at,""""
an,""""
expected,RBR
premium,""""
of,""""
2,(
1*slashhere*2,""""
%,""""
to,""""
the,""""
closing,""""
share,""""
price,""""
when,""""
terms,""""
are,'
fixed,""""
monday,.
.,.
chugoku,start
electric,""""
power,""""
co,.
.,.
(,(
japan,(
),)
--,'
$,$
150,""""
million,""""
of,""""
8,""""
7*slashhere*8,""""
%,""""
bonds,""""
due,""""
nov.,""""
29,(
",",","
1996,(
",",","
priced,""""
at,)
101,""""
7*slashhere*8,""""
to,""""
yield,""""
8,""""
7*slashhere*8,""""
%,""""
less,""""
full,'
fees,""""
via,)
nikko,""""
securities,""""
ltd,.
.,.
fees,start
1,""""
7*slashhere*8,.
.,.
monte,start
dei,LS
paschi,'
di,'
siena,(
",",","
singapore,""""
branch,FW
(,(
italian,""""
parent,'
),)
",",","
via,""""
the,""""
law,""""
debenture,""""
trust,""""
corp.,""""
--,""""
10,""""
billion,""""
yen,FW
(,(
$,$
70,""""
million,'
),)
of,""""
6,""""
%,""""
bonds,""""
due,""""
feb.,""""
24,(
",",","
1993,(
",",","
priced,""""
at,'
101,'
1*slashhere*4,(
",",","
via,""""
daiwa,""""
europe,""""
ltd,.
.,.
okobank,start
(,(
finland,'
),)
--,""""
10,""""
billion,""""
yen,""""
of,""""
6,""""
%,""""
bonds,""""
due,""""
nov.,""""
30,","
",",","
1992,","
",",","
priced,""""
at,)
101.225,""""
to,""""
yield,'
6.056,""""
%,""""
via,)
ibj,""""
international,.
.,.
as,start
georgia-pacific,""""
's,""""
bid,""""
for,""""
great,""""
northern,'
nekoosa,""""
has,""""
shown,'
",",","
uninvited,)
takeovers,""""
are,""""
still,'
alive,""""
despite,)
premature,""""
reports,""""
of,""""
their,'
demise,.
.,.
therefore,start
",",","
the,""""
debate,""""
about,'
poison,'
pills,""""
will,""""
continue,""""
to,'
rage,""""
in,""""
the,""""
boardrooms,""""
of,""""
corporations,""""
and,""""
the,""""
halls,""""
of,""""
academia,.
.,.
although,start
poison,IN
pills,""""
come,""""
in,""""
different,'
colors,""""
and,""""
shapes,""""
",",","
they,""""
usually,""""
give,""""
current,""""
shareholders,""""
the,""""
right,""""
to,""""
buy,""""
more,""""
stock,""""
of,""""
their,'
corporation,""""
at,""""
a,""""
large,""""
discount,""""
if,""""
certain,""""
events,""""
occur,""""
--,""""
typically,""""
",",","
if,""""
a,""""
hostile,""""
bidder,""""
acquires,""""
more,""""
than,""""
a,""""
specified,""""
percentage,""""
of,""""
the,""""
corporation,""""
's,""""
stock,""""
.,.
however,start
",",","
these,""""
discount,""""
purchase,""""
rights,""""
may,""""
generally,""""
be,'
redeemed,""""
at,""""
a,'
nominal,""""
cost,""""
by,""""
the,'
corporation,""""
's,""""
directors,""""
if,""""
they,""""
approve,""""
of,""""
a,'
bidder,.
.,.
supporters,""""
of,LS
poison,""""
pills,""""
argue,""""
that,""""
their,'
adoption,""""
forces,""""
bidders,""""
to,""""
negotiate,""""
with,""""
a,'
corporation,""""
's,""""
directors,RB
",",","
who,""""
are,""""
thereby,""""
put,""""
in,""""
a,'
better,""""
position,""""
to,""""
pursue,""""
the,""""
long-term,""""
interests,""""
of,LS
the,""""
corporation,""""
.,.
recent,start
studies,""""
by,)
georgeson,""""
&,""""
co.,'
conclude,""""
that,""""
corporations,""""
with,'
poison,'
pills,""""
have,'
experienced,""""
greater,""""
stock-price,""""
appreciation,""""
than,""""
corporations,""""
without,'
poison,'
pills,""""
during,""""
the,""""
past,""""
few,""""
years,.
.,.
critics,start
of,NNS
poison,'
pills,""""
argue,""""
that,""""
they,""""
harm,""""
shareholders,""""
by,)
letting,""""
corporate,""""
management,""""
defeat,""""
takeover,""""
bids,""""
at,'
