(,(
balloon,""""
flights,""""
almost,""""
always,""""
occur,""""
at,)
dawn,""""
or,'
dusk,(
",",","
when,""""
the,'
winds,""""
are,'
lightest,.
.,.
),)
in,""""
between,""""
came,""""
lots,""""
of,)
coffee,""""
drinking,""""
while,""""
watching,""""
the,'
balloons,""""
inflate,""""
and,""""
lots,""""
of,)
standing,""""
around,)
deciding,""""
who,""""
would,""""
fly,""""
in,""""
what,'
balloon,""""
and,""""
in,""""
what,'
order,'
(,(
the,'
baskets,""""
hold,""""
no,""""
more,""""
than,""""
four,'
passengers,(
),)
.,.
when,start
it,""""
was,""""
n't,""""
my,""""
turn,""""
in,""""
the,'
balloon,""""
i,""""
followed,""""
its,'
progress,""""
from,""""
the,'
``,""""
chase,""""
car,NNS
",",","
'',""""
listening,""""
to,""""
the,'
driver,""""
holler,""""
into,""""
a,)
walkie-talkie,.
.,.
after,start
long,IN
stretches,""""
of,""""
this,'
attendant,""""
ground,""""
activity,""""
came,""""
20,""""
or,""""
so,""""
lovely,""""
minutes,""""
of,""""
drifting,""""
above,""""
the,'
vosges,""""
watching,""""
the,'
silver,""""
mists,""""
rise,""""
off,""""
the,'
river,""""
and,""""
the,'
french,'
cows,'
amble,""""
about,""""
the,'
fields,.
.,.
it,""""
's,""""
hard,""""
not,""""
to,""""
feel,""""
that,""""
god,""""
's,""""
in,""""
his,'
heaven,""""
with,""""
this,""""
kind,""""
of,)
bird's-eye,""""
view,""""
of,)
the,""""
world,NNS
",",","
even,""""
if,""""
your,'
pilote,""""
in,""""
silly,VBD
plaid,""""
beret,""""
kept,RBR
pointing,""""
out,""""
how,""""
``,'
belle,""""
'',""""
it,""""
all,""""
was,.
.,.
eventually,""""
little,""""
french,""""
farmers,""""
and,""""
their,""""
little,""""
french,""""
farmwives,""""
came,""""
out,""""
of,""""
their,""""
stone,""""
houses,""""
and,""""
put,""""
their,""""
hands,""""
above,""""
their,""""
tiny,""""
eyes,""""
and,""""
squinted,""""
at,""""
us,.
.,.
no,start
wonder,.
.,.
we,start
were,""""
coming,""""
down,""""
straight,""""
into,""""
their,'
canal,.
.,.
see,start
",",","
the,""""
other,""""
rule,""""
of,""""
thumb,""""
about,)
ballooning,""""
is,""""
that,""""
you,""""
ca,""""
n't,)
steer,.
.,.
and,start
neither,""""
can,""""
your,""""
pilot,.
.,.
you,start
can,""""
go,""""
only,""""
up,""""
or,""""
down,""""
(,(
by,)
heating,""""
the,'
balloon,""""
's,""""
air,""""
with,""""
a,'
propane,RP
burner,NNS
",",","
which,""""
does,""""
make,""""
the,'
top,""""
of,""""
your,""""
head,""""
feel,'
hot,'
),)
and,""""
ride,""""
the,'
air,""""
currents,.
.,.
which,start
makes,""""
the,'
chase,""""
car,""""
necessary,.
.,.
most,start
balloonists,RBS
seldom,""""
go,""""
higher,""""
than,""""
"2,000",""""
feet,""""
and,""""
most,start
average,""""
a,'
leisurely,""""
5-10,""""
miles,""""
an,""""
hour,.
.,.
when,start
the,WRB
balloon,""""
is,'
cruising,""""
along,""""
at,""""
a,""""
steady,'
altitude,""""
there,""""
is,'
little,""""
sense,""""
of,""""
motion,.
.,.
only,start
when,""""
one,""""
is,'
ascending,""""
--,""""
or,""""
in,""""
our,""""
case,""""
descending,""""
a,'
tad,""""
trop,""""
rapidement,""""
--,""""
does,""""
one,""""
feel,","
",",","
well,","
",",","
airborne,""""
in,""""
a,'
picnic,NNPS
basket,.
.,.
``,start
what,""""
's,""""
he,""""
doing,""""
?,""""
'','
hissed,""""
my,'
companion,'
",",","
who,""""
was,""""
the,""""
only,""""
other,'
english-speaking,""""
member,""""
of,""""
the,""""
convention,""""
and,""""
whose,""""
knuckles,""""
were,""""
white,.
.,.
``,start
attention,""""
",",","
'','
yelled,""""
our,""""
pilot,""""
as,""""
our,""""
basket,""""
plunged,""""
into,""""
the,)
canal,.
.,.
``,start
you,""""
bet,""""
attention,'
",",","
'',""""
i,'
yelled,""""
back,'
",",","
leaping,)
atop,""""
the,'
propane,""""
tanks,'
",",","
``,start
i,'
'm,""""
wearing,""""
alligator,","
loafers,VBD
!,VBD
'',""""
our,""""
pilot,""""
simply,'
laughed,'
",",","
fired,""""
up,""""
the,'
burner,""""
and,""""
with,""""
another,'
blast,""""
of,)
flame,""""
lifted,""""
us,'
",",","
oh,'
",",","
a,""""
good,'
12-inches,""""
above,""""
the,'
water,""""
level,.
.,.
we,start
scuttled,""""
along,""""
for,""""
a,""""
few,""""
feet,""""
before,""""
he,'
plunged,""""
us,""""
into,""""
the,""""
drink,""""
again,.
.,.
eventually,""""
we,""""
came,""""
to,""""
rest,""""
in,""""
a,'
soggy,""""
patch,""""
of,""""
field,""""
where,""""
we,""""
had,""""
the,'
exquisite,""""
pleasure,""""
of,""""
scrambling,""""
out,""""
of,""""
the,'
basket,""""
into,""""
the,'
mud,""""
while,""""
the,'
french,""""
half,""""
of,""""
our,'
ballooning,""""
tag,""""
team,""""
scrambled,""""
in,""""
.,.
i,start
looked,""""
at,""""
my,'
watch,.
.,.
barely,start
half-an-hour,LS
aloft,.
.,.
back,""""
in,""""
the,'
chase,""""
car,NNS
",",","
we,""""
drove,""""
around,""""
some,""""
more,NNS
",",","
got,'
stuck,""""
in,""""
a,PDT
ditch,NNS
",",","
enlisted,""""
the,'
aid,""""
of,""""
a,PDT
local,'
farmer,""""
to,""""
get,""""
out,""""
the,'
trailer,""""
hitch,""""
and,""""
pull,""""
us,""""
out,""""
of,""""
the,'
ditch,NNS
.,.
we,start
finally,PRP
rendezvoused,""""
with,""""
our,'
balloon,'
",",","
which,""""
had,""""
come,""""
to,""""
rest,""""
on,""""
a,'
dirt,""""
road,""""
amid,""""
a,'
clutch,""""
of,)
epinalers,""""
who,""""
watched,""""
us,'
disassemble,""""
our,'
craft,""""
--,""""
another,'
half-an-hour,""""
of,)
non-flight,""""
activity,""""
--,""""
that,""""
included,""""
the,""""
precision,""""
routine,""""
of,)
yanking,""""
the,""""
balloon,'
to,""""
the,""""
ground,'
",",","
punching,""""
all,""""
the,""""
air,""""
out,""""
of,)
it,'
",",","
rolling,""""
it,'
up,""""
and,""""
cramming,""""
it,'
and,""""
the,""""
basket,""""
into,""""
the,""""
trailer,.
.,.
it,""""
was,""""
the,""""
most,""""
exercise,""""
we,""""
'd,""""
had,""""
all,""""
morning,""""
and,""""
it,""""
was,""""
followed,""""
by,""""
our,'
driving,""""
immediately,""""
to,""""
the,""""
nearest,""""
watering,""""
hole,.
.,.
this,start
meant,DT
returning,""""
to,""""
the,""""
golf,""""
course,(
",",","
where,""""
we,""""
watched,""""
a,""""
few,""""
french,'
duffers,'
maul,""""
the,""""
first,""""
tee,""""
while,""""
we,""""
sat,""""
under,'
cinzano,'
umbrellas,(
",",","
me,'
nursing,""""
an,'
espresso,""""
and,""""
my,""""
ego,.
.,.
a,start
whole,""""
morning,""""
of,)
ballooning,""""
and,""""
i,""""
had,""""
been,""""
off,""""
the,'
ground,""""
barely,""""
30,""""
minutes,.
.,.
still,start
",",","
i,""""
figured,""""
the,""""
event,""""
's,""""
envy-quotient,""""
back,""""
in,""""
the,""""
u.s.a.,""""
was,""""
near,'
peerless,.
.,.
as,start
for,""""
the,'
