buying,start
51,""""
%,""""
of,""""
rockefeller,""""
group,""""
inc.,""""
is,""""
right,""""
up,""""
mitsubishi,""""
estate,""""
co.,""""
's,""""
alley,""""
in,""""
one,""""
sense,'
:,:
the,""""
huge,""""
japanese,""""
real,""""
estate,""""
company,""""
is,""""
entering,""""
a,""""
long-term,""""
relationship,""""
with,""""
a,""""
similarly,""""
conservative,""""
u.s.,""""
owner,""""
of,""""
tony,""""
urban,""""
property,.
.,.
but,start
in,""""
another,""""
sense,(
",",","
the,'
$,$
846,""""
million,""""
purchase,""""
is,'
uncharacteristically,'
nervy,(
",",","
industry,""""
analysts,""""
say,.
.,.
the,start
usually,DT
cautious,""""
giant,""""
will,""""
become,""""
the,start
majority,""""
owner,""""
of,""""
the,start
company,""""
that,""""
owns,""""
new,""""
york,""""
's,""""
beloved,""""
rockefeller,""""
center,""""
at,""""
a,""""
time,""""
when,'
tensions,""""
over,""""
japanese,""""
purchases,""""
of,""""
u.s.,""""
property,""""
are,""""
at,""""
an,'
all-time,""""
high,.
.,.
officials,""""
of,""""
rockefeller,""""
group,""""
and,""""
mitsubishi,""""
estate,""""
prefer,""""
to,""""
focus,""""
on,""""
the,'
affinities,PRP
",",","
nearly,'
dismissing,""""
the,'
threat,""""
of,""""
a,'
backlash,""""
from,""""
the,'
u.s.,""""
public,.
.,.
``,start
we,""""
think,""""
there,""""
will,""""
be,""""
positive,""""
as,""""
well,""""
as,""""
negative,'
reactions,(
",",","
'',""""
says,""""
raymond,'
pettit,(
",",","
senior,""""
vice,""""
president,""""
and,""""
chief,""""
financial,""""
officer,""""
of,""""
rockefeller,""""
group,.
.,.
``,start
on,""""
balance,PRP
",",","
we,""""
think,""""
it,""""
will,""""
be,""""
positive,.
.,.
but,start
some,""""
japanese,""""
government,""""
officials,""""
and,""""
businessmen,""""
worry,""""
that,""""
the,""""
prominent,""""
purchase,""""
is,""""
just,""""
the,""""
sort,""""
of,""""
deal,""""
that,""""
should,""""
be,'
avoided,""""
for,""""
the,""""
time,""""
being,.
.,.
buying,start
51,""""
%,""""
of,""""
rockefeller,""""
group,""""
inc.,""""
is,""""
right,""""
up,""""
mitsubishi,""""
estate,""""
co.,""""
's,""""
alley,""""
in,""""
one,""""
sense,'
:,:
the,""""
huge,""""
japanese,""""
real,""""
estate,""""
company,""""
is,""""
entering,""""
a,""""
long-term,""""
relationship,""""
with,""""
a,""""
similarly,""""
conservative,""""
u.s.,""""
owner,""""
of,""""
tony,""""
urban,""""
property,.
.,.
but,start
in,""""
another,""""
sense,(
",",","
the,'
$,$
846,""""
million,""""
purchase,""""
is,'
uncharacteristically,'
nervy,(
",",","
industry,""""
analysts,""""
say,.
.,.
the,start
usually,DT
cautious,""""
giant,""""
will,""""
become,""""
the,start
majority,""""
owner,""""
of,""""
the,start
company,""""
that,""""
owns,""""
new,""""
york,""""
's,""""
beloved,""""
rockefeller,""""
center,""""
at,""""
a,""""
time,""""
when,'
tensions,""""
over,""""
japanese,""""
purchases,""""
of,""""
u.s.,""""
property,""""
are,""""
at,""""
an,'
all-time,""""
high,.
.,.
officials,""""
of,""""
rockefeller,""""
group,""""
and,""""
mitsubishi,""""
estate,""""
prefer,""""
to,""""
focus,""""
on,""""
the,'
affinities,PRP
",",","
nearly,'
dismissing,""""
the,'
threat,""""
of,""""
a,'
backlash,""""
from,""""
the,'
u.s.,""""
public,.
.,.
``,start
we,""""
think,""""
there,""""
will,""""
be,""""
positive,""""
as,""""
well,""""
as,""""
negative,'
reactions,(
",",","
'',""""
says,""""
raymond,'
pettit,(
",",","
senior,""""
vice,""""
president,""""
and,""""
chief,""""
financial,""""
officer,""""
of,""""
rockefeller,""""
group,.
.,.
``,start
on,""""
balance,PRP
",",","
we,""""
think,""""
it,""""
will,""""
be,""""
positive,.
.,.
but,start
some,""""
japanese,""""
government,""""
officials,""""
and,""""
businessmen,""""
worry,""""
that,""""
the,""""
prominent,""""
purchase,""""
is,""""
just,""""
the,""""
sort,""""
of,""""
deal,""""
that,""""
should,""""
be,'
avoided,""""
for,""""
the,""""
time,""""
being,.
.,.
in,start
particular,PRP
",",","
they,""""
criticize,""""
the,""""
timing,PRP
",",","
coming,""""
as,""""
it,""""
does,""""
on,""""
the,""""
heels,""""
of,""""
sony,""""
corp.,""""
's,""""
controversial,""""
purchase,""""
of,""""
columbia,""""
pictures,""""
entertainment,""""
inc,.
.,.
``,start
officially,PRP
",",","
yes,PRP
",",","
we,'
encourage,""""
the,""""
free,""""
flow,""""
of,""""
direct,""""
investment,PRP
",",","
'',""""
says,""""
a,""""
foreign,'
ministry,""""
official,.
.,.
``,start
but,""""
they,""""
did,""""
n't,""""
have,""""
to,'
choose,""""
this,'
particular,""""
moment,.
.,.
during,""""
the,""""
past,""""
year,PRP
",",","
government,""""
officials,""""
and,""""
leading,""""
business,""""
organizations,""""
have,'
repeatedly,""""
urged,""""
japanese,""""
companies,""""
to,'
refrain,""""
from,'
flashy,""""
real,""""
estate,""""
purchases,""""
in,DT
the,""""
since,""""
the,IN
mid-1980s,(
",",","
japan,""""
's,""""
other,""""
major,""""
real,""""
estate,""""
purchases,""""
in,""""
the,IN
u.s.,""""
include,'
dai-ichi,'
seimei,""""
america,""""
corp.,""""
's,""""
$,$
670,""""
million,""""
purchase,""""
of,""""
an,""""
office,""""
building,""""
at,'
153,""""
east,'
53rd,""""
st.,""""
in,""""
manhattan,""""
in,""""
1987,""""
and,'
mitsui,'
fudosan,""""
inc.,""""
's,""""
$,$
610,""""
million,""""
purchase,""""
of,""""
the,IN
exxon,""""
building,""""
",",","
part,""""
of,""""
rockefeller,""""
center,(
",",","
in,""""
1986,.
.,.
in,start
los,IN
angeles,NNP
",",","
arco,'
plaza,""""
was,""""
sold,""""
to,'
shuwa,""""
corp.,""""
for,'
$,$
620,""""
million,""""
in,start
1986,NNP
",",","
and,""""
sumitomo,""""
life,""""
insurance,""""
co.,""""
paid,'
$,$
300,""""
million,""""
for,'
atlanta,""""
's,""""
ibm,VBD
tower,""""
last,""""
year,.
.,.
altogether,start
",",","
annual,""""
japanese,""""
investment,""""
in,""""
u.s.,""""
commercial,""""
real,""""
estate,""""
grew,""""
from,""""
about,WDT
$,$
1.3,""""
billion,""""
in,""""
1985,""""
to,""""
about,WDT
$,$
7.1,""""
billion,""""
in,""""
1988,.
.,.
many,start
japanese,""""
companies,""""
have,""""
taken,""""
the,'
warnings,""""
by,""""
the,'
country,""""
's,""""
leaders,""""
to,""""
heart,""""
and,""""
sought,""""
development,""""
partnerships,""""
rather,""""
than,'
landmark,""""
properties,.
.,.
critics,start
say,""""
mitsubishi,""""
estate,""""
's,""""
decision,""""
to,""""
buy,""""
into,""""
rockefeller,""""
reflects,""""
the,""""
degree,""""
to,""""
which,""""
companies,""""
are,'
irritated,""""
by,""""
the,""""
pressure,""""
to,""""
act,""""
for,""""
the,""""
good,""""
of,""""
japan,.
.,.
``,""""
those,""""
who,""""
have,""""
no,""""
money,""""
and,""""
are,""""
n't,""""
buying,""""
think,""""
it,""""
's,""""
right,""""
to,'
refrain,PRP
",",","
but,""""
those,""""
with,""""
money,""""
who,""""
want,""""
to,'
buy,""""
for,""""
themselves,""""
pay,""""
no,""""
attention,PRP
",",","
'',""""
says,""""
an,""""
official,""""
of,""""
the,)
japan-u.s,.
.,.
business,start
council,.
.,.
but,start
to,""""
mitsubishi,""""
estate,(
",",","
the,""""
acquisition,""""
has,""""
just,""""
the,""""
elements,""""
that,""""
should,""""
win,""""
support,""""
from,""""
both,""""
sides,.
.,.
first,start
of,""""
all,""""
",",","
it,""""
is,""""
a,""""
friendly,""""
acquisition,""""
in,""""
which,""""
rockefeller,""""
sought,""""
out,""""
mitsubishi,""""
estate,""""
and,""""
asked,""""
it,""""
to,""""
buy,""""
a,""""
majority,""""
share,.
.,.
secondly,start
",",","
the,""""
two,""""
companies,""""
found,""""
a,'
similarity,""""
in,""""
their,""""
business,""""
and,""""
development,""""
philosophies,""""
and,""""
intend,""""
to,'
cooperate,""""
in,""""
a,'
range,""""
of,""""
activities,""""
from,""""
real,""""
estate,""""
to,'
telecommunications,.
.,.
finally,start
",",","
mitsubishi,""""
estate,""""
has,""""
no,""""
plans,""""
to,""""
interfere,""""
with,""""
rockefeller,""""
's,""""
management,""""
beyond,""""
taking,""""
a,""""
place,""""
on,""""
the,""""
board,.
.,.
``,""""
we,""""
'll,""""
continue,""""
to,""""
work,""""
with,""""
them,RB
",",","
in,""""
keeping,""""
with,""""
the,""""
reputation,""""
of,""""
the,""""
company,RB
",",","
and,""""
we,""""
'll,""""
rely,""""
very,""""
much,""""
on,""""
their,""""
leadership,RB
",",","
'',""""
says,""""
mitsubishi,""""
estate,""""
president,(
jotaro,)
takagi,.
.,.
rockefeller,start
may,""""
well,""""
have,""""
found,""""
its,'
match,""""
in,""""
mitsubishi,""""
estate,PRP
",",","
a,""""
company,""""
of,""""
long,""""
history,PRP
",",","
strong,""""
government,""""
ties,""""
and,""""
sound,""""
resources,.
.,.
in,start
asset,""""
terms,TO
",",","
mitsubishi,""""
estate,""""
is,""""
the,""""
largest,""""
real,""""
estate,""""
firm,""""
in,start
japan,.
.,.
the,start
core,""""
of,""""
its,""""
holdings,""""
is,'
"190,000",""""
square,'
meters,""""
of,""""
incredibly,""""
expensive,""""
property,""""
in,""""
the,start
marunouchi,""""
district,(
",",","
the,start
business,""""
and,""""
financial,""""
center,""""
of,""""
tokyo,(
",",","
often,'
jokingly,""""
called,'
``,""""
mitsubishi,'
village,.
.,.
the,start
mitsubishi,""""
family,""""
company,""""
acquired,""""
that,""""
property,""""
from,""""
the,start
government,""""
some,""""
100,""""
years,""""
ago,""""
when,""""
it,""""
was,""""
a,""""
portion,""""
of,'
samurai,""""
residential,""""
land,""""
running,""""
from,""""
the,start
moat,""""
of,'
the,start
imperial,'
palace,""""
east,""""
toward,""""
the,start
hodgepodge,""""
of,'
tiny,'
shops,""""
and,'
twisted,'
alleys,""""
that,""""
made,""""
up,""""
the,start
merchants,""""
',""""
district,.
.,.
at,""""
the,""""
time,PRP
