instead,(
",",","
the,'
gao,""""
and,""""
the,'
congressional,""""
budget,""""
office,""""
said,(
",",","
the,'
rtc,""""
should,""""
consider,""""
using,""""
treasury,""""
debt,(
",",","
which,""""
is,""""
less,""""
expensive,""""
and,""""
subject,""""
to,'
oversight,""""
by,""""
congress,.
.,.
the,start
spending,""""
could,""""
be,'
exempted,""""
from,""""
meeting,""""
deficit-reduction,""""
targets,""""
in,""""
the,start
gramm-rudman,""""
budget,""""
law,.
.,.
the,start
rtc,""""
has,""""
projected,""""
that,""""
it,""""
will,""""
require,""""
between,)
$,$
50,""""
billion,""""
to,)
$,$
100,""""
billion,""""
in,""""
temporary,""""
working,""""
capital,.
.,.
the,start
borrowing,""""
to,""""
raise,""""
these,""""
funds,""""
would,""""
be,""""
paid,""""
off,""""
as,""""
assets,""""
of,'
sick,VBD
thrifts,""""
are,""""
sold,.
.,.
the,start
new,DT
s&l,""""
law,""""
allows,""""
the,start
rtc,""""
to,""""
issue,""""
notes,""""
for,""""
as,""""
much,""""
as,""""
85,""""
%,""""
of,""""
the,start
value,""""
of,""""
the,start
assets,""""
it,""""
holds,.
.,.
but,start
higher,""""
interest,""""
rates,""""
paid,""""
on,)
off-budget,""""
debt,""""
could,""""
add,""""
billions,""""
to,""""
the,'
bailout,RP
costs,NNS
",",","
and,""""
would,""""
n't,""""
be,""""
subject,""""
to,""""
congressional,""""
scrutiny,NNS
",",","
ways,""""
and,""""
means,""""
members,""""
argued,.
.,.
``,""""
to,""""
allow,""""
this,'
massive,""""
level,""""
of,)
unfettered,""""
federal,""""
borrowing,""""
without,""""
prior,""""
congressional,""""
approval,""""
would,""""
be,""""
irresponsible,NNP
",",","
'',""""
said,""""
rep.,'
fortney,'
stark,VBP
(,(
d.,NNP
",",","
calif.,'
),)
",",","
who,""""
has,""""
introduced,""""
a,""""
bill,""""
to,""""
limit,""""
the,'
rtc,""""
's,""""
authority,""""
to,""""
issue,""""
debt,.
.,.
the,start
rtc,""""
will,""""
have,""""
to,""""
sell,""""
or,""""
merge,""""
hundreds,""""
of,'
insolvent,VBD
thrifts,""""
over,""""
the,start
next,""""
three,""""
years,.
.,.
the,start
new,DT
s&l,""""
bailout,""""
law,RP
allows,NNS
$,$
50,""""
billion,""""
to,""""
be,""""
spent,""""
to,""""
sell,""""
or,)
merge,NNP
sick,VBD
s&ls,""""
and,""""
their,""""
assets,RB
",",","
but,""""
that,""""
is,""""
a,""""
net,""""
cost,.
.,.
in,""""
the,IN
meantime,NNS
",",","
the,IN
agency,""""
must,""""
raise,""""
cash,""""
to,""""
maintain,VBD
assets,NNS
",",","
such,""""
as,""""
real,""""
estate,NNS
",",","
until,""""
they,""""
can,""""
be,""""
sold,.
.,.
then,""""
the,""""
short-term,""""
debt,""""
is,""""
paid,""""
off,""""
through,""""
the,""""
proceeds,""""
of,""""
selling,""""
the,""""
assets,.
.,.
david,start
mullins,RB
",",","
assistant,""""
secretary,""""
of,""""
the,""""
treasury,RB
",",","
said,""""
that,""""
the,""""
working,""""
capital,""""
is,""""
necessary,""""
to,""""
reduce,""""
the,""""
final,""""
costs,""""
of,""""
the,""""
bailout,RB
",",","
by,""""
allowing,""""
the,""""
agency,""""
to,""""
sell,""""
savings,""""
and,""""
loans,""""
without,""""
their,'
bad,""""
assets,RB
",",","
then,""""
hold,""""
the,""""
assets,RB
until,""""
they,""""
can,""""
be,""""
sold,""""
under,'
favorable,)
conditions,.
.,.
he,start
said,""""
it,""""
has,""""
n't,""""
yet,""""
been,RBR
determined,""""
how,""""
the,'
rtc,""""
will,""""
raise,""""
the,'
cash,NNS
",",","
but,""""
the,'
administration,""""
does,""""
n't,""""
want,""""
it,""""
to,""""
be,""""
included,""""
on,""""
the,'
federal,""""
budget,NNS
",",","
because,""""
it,""""
would,""""
``,'
distort,'
'',""""
the,'
budget,NNS
process,""""
by,)
requiring,""""
either,'
exemptions,""""
from,)
gramm-rudman,""""
or,""""
big,""""
increases,""""
in,""""
the,'
budget,NNS
deficit,.
.,.
but,start
the,""""
worst,""""
possibility,""""
would,""""
be,""""
raising,""""
no,""""
working,""""
capital,:
",",","
he,""""
said,.
.,.
``,start
if,""""
working,""""
capital,""""
financing,""""
is,""""
not,""""
provided,'
",",","
'',""""
he,""""
said,'
",",","
``,start
the,'
rtc,""""
may,""""
have,""""
to,""""
slow,""""
{,'
s&l,""""
sales,""""
},""""
or,""""
dump,""""
acquired,""""
assets,""""
through,""""
fire,""""
sales,""""
.,.
the,start
crowning,""""
moment,""""
in,""""
the,start
career,""""
of,)
joseph,""""
f.,'
o'kicki,""""
came,""""
as,""""
300,""""
local,""""
and,""""
state,WRB
dignitaries,VBD
packed,""""
into,""""
his,""""
elegant,VBN
",",","
marble-columned,'
courtroom,""""
here,""""
last,""""
year,""""
for,""""
his,""""
swearing,""""
in,""""
as,""""
president,""""
judge,""""
of,)
cambria,""""
county,.
.,.
baskets,start
of,LS
roses,""""
and,NNP
potted,NNP
palms,VBD
adorned,""""
his,'
bench,.
.,.
the,start
local,""""
american,'
legion,""""
color,""""
guard,""""
led,""""
the,start
way,.
.,.
as,""""
the,""""
judge,""""
marched,""""
down,""""
the,""""
center,'
aisle,""""
in,""""
his,""""
flowing,""""
black,VBG
robe,NNS
",",","
he,""""
was,'
heralded,""""
by,""""
a,'
trumpet,""""
fanfare,.
.,.
to,start
many,TO
",",","
it,""""
was,""""
a,'
ceremony,""""
more,'
befitting,""""
a,'
king,""""
than,""""
a,'
rural,""""
judge,'
seated,""""
in,""""
the,'
isolated,""""
foothills,""""
of,""""
the,'
southern,'
allegheny,NNPS
mountains,.
.,.
but,start
then,""""
judge,'
o'kicki,""""
often,'
behaved,""""
like,""""
a,""""
man,""""
who,""""
would,""""
be,'
king,""""
--,""""
and,IN
",",","
some,""""
say,IN
",",","
an,'
arrogant,""""
and,IN
abusive,""""
one,.
.,.
while,start
his,""""
case,""""
may,""""
be,""""
extreme,VBN
",",","
it,""""
reflects,""""
the,'
vulnerability,""""
of,""""
many,""""
small,'
communities,""""
to,'
domineering,VBP
judges,.
.,.
last,start
march,(
",",","
nine,""""
months,""""
after,""""
the,""""
judge,""""
's,""""
swearing-in,(
",",","
the,""""
state,""""
attorney,""""
general,""""
's,""""
office,""""
indicted,""""
him,""""
on,""""
a,'
sweeping,""""
array,""""
of,""""
charges,""""
alleging,""""
more,""""
than,""""
10,""""
years,""""
of,""""
``,""""
official,'
oppression,VBD
'',""""
in,'
cambria,""""
county,(
",",","
a,'
depressed,'
steel,""""
and,""""
mining,""""
community,""""
in,'
western,VBP
pennsylvania,.
.,.
the,start
allegations,(
",",","
ranging,""""
from,""""
theft,""""
and,""""
bribery,""""
to,'
coercion,""""
and,""""
lewdness,(
",",","
paint,""""
a,'
disquieting,""""
picture,.
.,.
according,""""
to,""""
testimony,""""
in,""""
a,""""
public,RB
