the,DT
oboist,NN
heinz,NNP
holliger,NNP
has,VBZ
taken,VBN
a,DT
hard,JJ
line,NN
about,IN
the,DT
problem,NN
:,:
he,PRP
commissions,VBZ
and,CC
splendidly,RB
interprets,VBZ
fearsome,JJ
contemporary,JJ
scores,NNS
and,CC
does,VBZ
some,DT
conducting,NN
",",","
so,IN
he,PRP
does,VBZ
n't,RB
have,VB
to,TO
play,VB
the,DT
same,JJ
mozart,NNP
and,CC
strauss,NNP
concertos,NNS
over,RB
and,CC
over,RB
again,RB
.,.
EOS,EOS
richard,NNP
stoltzman,NNP
has,VBZ
taken,VBN
a,DT
gentler,JJR
",",","
more,RBR
audience-friendly,JJ
approach,NN
.,.
EOS,EOS
years,NNS
ago,RB
",",","
he,PRP
collaborated,VBD
with,IN
the,DT
new,JJ
music,NN
gurus,NNS
peter,NNP
serkin,NNP
and,CC
fred,NNP
sherry,NNP
in,IN
the,DT
very,RB
countercultural,JJ
chamber,NN
group,NN
tashi,NNP
",",","
which,WDT
won,VBD
audiences,NNS
over,RP
to,TO
dreaded,JJ
contemporary,JJ
scores,NNS
like,IN
messiaen,NNP
's,POS
``,``
quartet,NN
for,IN
the,DT
end,NN
of,IN
time,NN
.,.
EOS,EOS
today,NN
",",","
the,DT
pixie-like,JJ
clarinetist,NN
has,VBZ
mostly,RB
dropped,VBN
the,DT
missionary,JJ
work,NN
(,(
though,IN
a,DT
touch,NN
of,IN
the,DT
old,JJ
tashi,NNP
still,RB
survives,VBZ
),)
and,CC
now,RB
goes,VBZ
on,IN
the,DT
road,NN
with,IN
piano,NN
",",","
bass,NN
",",","
a,DT
slide,NN
show,NN
",",","
and,CC
a,DT
repertoire,NN
that,WDT
ranges,VBZ
from,IN
light,JJ
classical,JJ
to,TO
light,JJ
jazz,NN
to,TO
light,JJ
pop,NN
",",","
with,IN
a,DT
few,JJ
notable,JJ
exceptions,NNS
.,.
EOS,EOS
just,RB
the,DT
thing,NN
for,IN
the,DT
vivaldi-at-brunch,JJ
set,NN
",",","
the,DT
yuppie,NN
audience,NN
that,WDT
has,VBZ
embraced,VBN
new,NNP
age,NNP
as,IN
its,PRP$
very,RB
own,JJ
easy,JJ
listening,NN
.,.
EOS,EOS
but,CC
you,PRP
ca,MD
n't,RB
dismiss,VB
mr.,NNP
stoltzman,NNP
's,POS
music,NN
or,CC
his,PRP$
motives,NNS
as,RB
merely,RB
commercial,JJ
and,CC
lightweight,JJ
.,.
EOS,EOS
he,PRP
believes,VBZ
in,IN
what,WP
he,PRP
plays,VBZ
",",","
and,CC
he,PRP
plays,VBZ
superbly,RB
.,.
EOS,EOS
his,PRP$
recent,JJ
appearance,NN
at,IN
the,DT
metropolitan,NNP
museum,NNP
",",","
dubbed,VBN
``,``
a,DT
musical,JJ
odyssey,NN
",",","
'',''
was,VBD
a,DT
case,NN
in,IN
point,NN
.,.
EOS,EOS
it,PRP
felt,VBD
more,RBR
like,IN
a,DT
party,NN
",",","
or,CC
a,DT
highly,RB
polished,JJ
jam,NN
session,NN
with,IN
a,DT
few,JJ
friends,NNS
",",","
than,IN
a,DT
classical,JJ
concert,NN
.,.
EOS,EOS
clad,VBN
in,IN
his,PRP$
trademark,NN
black,JJ
velvet,NN
suit,NN
",",","
the,DT
soft-spoken,JJ
clarinetist,NN
announced,VBD
that,IN
his,PRP$
new,JJ
album,NN
",",","
``,``
inner,JJ
voices,NNS
",",","
'',''
had,VBD
just,RB
been,VBN
released,VBN
",",","
that,IN
his,PRP$
family,NN
was,VBD
in,IN
the,DT
front,NN
row,NN
",",","
and,CC
that,IN
it,PRP
was,VBD
his,PRP$
mother,NN
's,POS
birthday,NN
",",","
so,RB
he,PRP
was,VBD
going,VBG
to,TO
play,VB
her,PRP$
favorite,JJ
tune,NN
from,IN
the,DT
record,NN
.,.
EOS,EOS
he,PRP
launched,VBD
into,IN
saint-saens,NNP
's,POS
``,``
the,DT
swan,NN
'',''
from,IN
``,``
carnival,NN
of,IN
the,DT
animals,NNS
",",","
'',''
a,DT
favorite,JJ
encore,NN
piece,NN
for,IN
cellists,NNS
",",","
with,IN
lovely,JJ
",",","
glossy,JJ
tone,NN
and,CC
no,DT
bite,NN
.,.
EOS,EOS
then,RB
",",","
as,IN
if,IN
to,TO
show,VB
that,IN
he,PRP
could,MD
play,VB
fast,RB
as,IN
well,RB
",",","
he,PRP
offered,VBD
the,DT
second,JJ
movement,NN
from,IN
saint-saens,NNP
's,POS
sonata,NN
for,IN
clarinet,NN
",",","
a,DT
whimsical,JJ
",",","
puckish,JJ
tidbit,NN
that,WDT
reflected,VBD
the,DT
flip,JJ
side,NN
of,IN
the,DT
stoltzman,NNP
personality,NN
.,.
EOS,EOS
and,CC
so,RB
it,PRP
went,VBD
through,IN
the,DT
first,JJ
half,NN
:,:
an,DT
ingeniously,RB
chosen,VBN
potpourri,NN
of,IN
pieces,NNS
",",","
none,NN
longer,JJR
than,IN
five,CD
minutes,NNS
",",","
none,NN
that,WDT
would,MD
disturb,VB
or,CC
challenge,VB
a,DT
listener,NN
.,.
EOS,EOS
mr.,NNP
stoltzman,NNP
introduced,VBD
his,PRP$
colleagues,NNS
:,:
bill,NNP
douglas,NNP
",",","
pianist*slashhere*bassoonist*slashhere*composer,NN
and,CC
an,DT
old,JJ
buddy,NN
from,IN
yale,NNP
",",","
and,CC
jazz,NN
bassist,NN
eddie,NNP
gomez,NNP
.,.
EOS,EOS
an,DT
improvisational,JJ
section,NN
was,VBD
built,VBN
around,IN
